Provincia,Partido,Localidad,Link Indec,Otros,Total general,less than 1 Mbps,"b'ween 1 and 10,2 Mbps",b'ween 11 and 27 Mbps,b'ween 30 and 58 Mbps,b'ween 59 and 120 Mbps,b'ween 122 and 256 Mbps,b'ween 275 and 540 Mbps,b'ween 600 and 1024 Mbps
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,0.0,6208.0,21.0,900.0,5141.0,134.0,12.0,0.0,0.0,0.0
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,25 de Mayo,Del Valle,6854020,0.0,192.0,1.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,25 de Mayo,Ernestina,6854030,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,0.0,181.0,0.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0.0,1282.0,0.0,1106.0,175.0,1.0,0.0,0.0,0.0,0.0
BUENOS AIRES,25 de Mayo,Pedernales,6854070,0.0,575.0,0.0,572.0,3.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,25 de Mayo,San Enrique,6854080,0.0,97.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,25 de Mayo,Valdés,6854090,0.0,166.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100,10206.0,14528.0,9.0,836.0,136.0,621.0,1323.0,0.0,1395.0,2.0
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,0.0,510.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,9 de Julio,Dudignac,6588040,0.0,378.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,0.0,203.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,9 de Julio,Patricios,6588110,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,118.0,160.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,0.0,2483.0,0.0,952.0,1231.0,267.0,33.0,0.0,0.0,0.0
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0.0,208.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Adolfo Alsina,Maza,6007070,10.0,406.0,2.0,392.0,2.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0.0,1202.0,0.0,1155.0,23.0,24.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,0.0,1810.0,3.0,716.0,1046.0,45.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0.0,717.0,0.0,712.0,5.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,0.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,0.0,472.0,2.0,167.0,302.0,0.0,1.0,0.0,0.0,0.0
BUENOS AIRES,Alberti,Mechita,6021030,0.0,285.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010,0.0,21197.0,46.0,543.0,166.0,12196.0,4303.0,578.0,3261.0,104.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010,51.0,28521.0,34.0,1439.0,114.0,11782.0,9324.0,2243.0,3043.0,491.0
BUENOS AIRES,Almirante Brown,Claypole,6028010,0.0,11840.0,2.0,482.0,37.0,4220.0,4603.0,1215.0,1091.0,190.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0.0,5408.0,0.0,378.0,27.0,20.0,3479.0,1043.0,288.0,173.0
BUENOS AIRES,Almirante Brown,Glew,6028010,1.0,20119.0,12.0,427.0,51.0,11909.0,4913.0,1374.0,1183.0,249.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0.0,8850.0,0.0,445.0,44.0,1544.0,3929.0,1001.0,1740.0,147.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010,1.0,17147.0,4.0,633.0,31.0,7644.0,5594.0,1362.0,1686.0,192.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1.0,5470.0,0.0,173.0,15.0,94.0,3403.0,858.0,771.0,155.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,0.0,7570.0,0.0,283.0,11.0,4115.0,2230.0,561.0,291.0,79.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,0.0,21087.0,13.0,1193.0,32.0,10124.0,6289.0,1607.0,1592.0,237.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,1.0,7743.0,5.0,304.0,18.0,3257.0,2859.0,824.0,358.0,117.0
BUENOS AIRES,Almirante Brown,San Jose,6028010,0.0,9550.0,4.0,578.0,78.0,63.0,6103.0,1687.0,828.0,209.0
BUENOS AIRES,AMBA,OTROS,Sin Datos,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010,2.0,8393.0,7.0,2396.0,3822.0,853.0,886.0,0.0,427.0,0.0
BUENOS AIRES,Arrecifes,Todd,6077020,0.0,304.0,0.0,0.0,230.0,61.0,13.0,0.0,0.0,0.0
BUENOS AIRES,Arrecifes,Viña,6077030,0.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Avellaneda,Avellaneda,6035010,24.0,16304.0,56.0,1107.0,880.0,5530.0,4309.0,399.0,3913.0,86.0
BUENOS AIRES,Avellaneda,Crucesita,6035010,0.0,7718.0,1.0,207.0,33.0,2259.0,2817.0,352.0,1977.0,72.0
BUENOS AIRES,Avellaneda,Dock Sud,6035010,2.0,3140.0,6.0,339.0,294.0,1313.0,883.0,132.0,156.0,15.0
BUENOS AIRES,Avellaneda,Gerli,6035010,0.0,10518.0,3.0,406.0,30.0,3590.0,3704.0,642.0,2057.0,86.0
BUENOS AIRES,Avellaneda,Pineyro,6035010,1.0,8364.0,6.0,319.0,28.0,2029.0,3101.0,613.0,2169.0,98.0
BUENOS AIRES,Avellaneda,Sarandí,6035010,5.0,23890.0,48.0,849.0,1723.0,10011.0,6605.0,938.0,3532.0,179.0
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,0.0,16585.0,13.0,1096.0,111.0,5672.0,5936.0,1020.0,2591.0,146.0
BUENOS AIRES,Avellaneda,Wilde,6035010,33.0,27957.0,37.0,1086.0,1770.0,11114.0,7916.0,1352.0,4441.0,208.0
BUENOS AIRES,Ayacucho,Ayacucho,6042010,0.0,2212.0,7.0,1000.0,1202.0,3.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Ayacucho,La Constancia,6042020,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Ayacucho,Solanet,6042030,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Ayacucho,Udaquiola,6042040,0.0,46.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Azul,Azul,6049020,15.0,17611.0,64.0,2947.0,697.0,1426.0,6556.0,0.0,5898.0,8.0
BUENOS AIRES,Azul,Cacharí,6049030,0.0,521.0,0.0,520.0,1.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Azul,Chillar,6049040,0.0,562.0,1.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,39.0,120958.0,206.0,6560.0,1418.0,27689.0,57415.0,2892.0,24714.0,25.0
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,6.0,169.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,0.0,1873.0,2.0,85.0,303.0,76.0,735.0,0.0,670.0,2.0
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BUENOS AIRES,Balcarce,Balcarce,6063010,9.0,13530.0,24.0,1779.0,615.0,1779.0,5977.0,0.0,3341.0,6.0
BUENOS AIRES,Balcarce,Los Pinos,6063020,5.0,39.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Balcarce,Napaleofú,6063030,0.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Balcarce,San Agustín,6063050,24.0,75.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0.0,42.0,0.0,35.0,5.0,2.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Baradero,Baradero,6070010,0.0,9423.0,1.0,2425.0,107.0,496.0,4033.0,0.0,2359.0,2.0
BUENOS AIRES,Baradero,Irineo Portela,6070020,1.0,78.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Baradero,Santa Coloma,6070030,0.0,53.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,0.0,270.0,0.0,250.0,20.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Benito Juárez,Barker,6084010,2.0,101.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,4.0,1498.0,1.0,546.0,915.0,32.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Benito Juárez,López,6084030,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,0.0,118.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Berazategui,Berazategui,6091010,17.0,43589.0,33.0,921.0,1493.0,18941.0,13959.0,2667.0,5176.0,382.0
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,0.0,15335.0,14.0,78.0,102.0,11266.0,3433.0,17.0,423.0,2.0
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,0.0,3115.0,0.0,48.0,12.0,1243.0,1264.0,342.0,170.0,36.0
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,0.0,3497.0,0.0,2058.0,18.0,15.0,911.0,309.0,117.0,69.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,2.0,15630.0,4.0,298.0,79.0,7503.0,4951.0,951.0,1709.0,133.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,0.0,5881.0,10.0,309.0,348.0,2217.0,1955.0,294.0,703.0,45.0
BUENOS AIRES,Berazategui,Pereyra,6091010,0.0,561.0,0.0,6.0,3.0,338.0,104.0,1.0,109.0,0.0
BUENOS AIRES,Berazategui,Plátanos,6091010,3.0,4134.0,0.0,58.0,9.0,1606.0,1683.0,458.0,238.0,79.0
BUENOS AIRES,Berazategui,Ranelagh,6091010,0.0,10389.0,8.0,161.0,40.0,6892.0,2105.0,577.0,532.0,74.0
BUENOS AIRES,Berazategui,Villa España,6091010,0.0,3343.0,1.0,77.0,2.0,1487.0,1223.0,217.0,306.0,30.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,170.0,382.0,0.0,40.0,129.0,28.0,15.0,0.0,0.0,0.0
BUENOS AIRES,Berisso,Berisso,6098010,4.0,24279.0,139.0,3244.0,7529.0,1396.0,5417.0,4.0,6544.0,2.0
BUENOS AIRES,Berisso,Villa Arguello,6098010,172.0,382.0,0.0,38.0,129.0,28.0,15.0,0.0,0.0,0.0
BUENOS AIRES,Berisso,Villa Nueva,6098010,172.0,382.0,0.0,38.0,129.0,28.0,15.0,0.0,0.0,0.0
BUENOS AIRES,Berisso,Villa Progreso,6098010,167.0,382.0,0.0,38.0,131.0,30.0,16.0,0.0,0.0,0.0
BUENOS AIRES,Bolívar,Hale,6105010,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Bolívar,OTROS,Sin Datos,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Bolívar,Pirovano,6105050,50.0,95.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,1.0,6376.0,13.0,774.0,465.0,468.0,3299.0,0.0,1353.0,3.0
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0.0,73.0,0.0,71.0,0.0,2.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Bragado,Bragado,6112010,0.0,5179.0,15.0,617.0,316.0,570.0,2063.0,0.0,1596.0,2.0
BUENOS AIRES,Bragado,Comodoro Py,6112020,0.0,223.0,0.0,220.0,0.0,0.0,2.0,1.0,0.0,0.0
BUENOS AIRES,Bragado,General O'Brien,6112030,0.0,440.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Bragado,Irala,6112040,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,0.0,26.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0
BUENOS AIRES,Bragado,Olascoaga,6112080,0.0,39.0,0.0,30.0,0.0,9.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Bragado,Warnes,6112090,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,3.0,4491.0,7.0,1757.0,1186.0,1039.0,184.0,0.0,315.0,0.0
BUENOS AIRES,Brandsen,Jeppener,6119070,7.0,678.0,0.0,669.0,1.0,1.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0.0,141.0,0.0,35.0,0.0,0.0,24.0,15.0,67.0,0.0
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,0.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Campana,Campana,6126030,9.0,29560.0,1.0,2013.0,1314.0,1366.0,13942.0,2867.0,7907.0,141.0
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,0.0,50.0,0.0,3.0,1.0,0.0,34.0,11.0,0.0,1.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,4.0,1108.0,16.0,183.0,48.0,82.0,365.0,41.0,342.0,27.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,0.0,200.0,0.0,167.0,23.0,10.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030,2.0,9169.0,20.0,1145.0,2043.0,1230.0,2407.0,5.0,2310.0,7.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,1.0,3017.0,0.0,371.0,11.0,37.0,1802.0,543.0,167.0,85.0
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,0.0,235.0,2.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,0.0,887.0,0.0,739.0,96.0,52.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,0.0,252.0,7.0,109.0,136.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,0.0,4313.0,0.0,479.0,141.0,734.0,2565.0,0.0,393.0,1.0
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,0.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Casares,Cadret,6147020,0.0,49.0,0.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,0.0,5472.0,6.0,2618.0,1274.0,266.0,600.0,0.0,707.0,1.0
BUENOS AIRES,Carlos Casares,La Sofía,6147060,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,0.0,47.0,0.0,39.0,8.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,0.0,161.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,0.0,44.0,0.0,34.0,10.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Casares,Smith,6147100,0.0,190.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1.0,1816.0,0.0,1807.0,8.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,0.0,81.0,0.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Tejedor,Timote,6154040,0.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,0.0,199.0,1.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,0.0,3011.0,3.0,1063.0,233.0,147.0,1214.0,0.0,351.0,0.0
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,0.0,107.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Castelli,Castelli,6168010,0.0,2327.0,2.0,1270.0,1006.0,41.0,8.0,0.0,0.0,0.0
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0.0,49.0,0.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Chacabuco,Castilla,6210010,0.0,274.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020,0.0,10913.0,23.0,645.0,350.0,1026.0,4947.0,2.0,3917.0,3.0
BUENOS AIRES,Chacabuco,O'Higgins,6210040,0.0,492.0,0.0,442.0,50.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Chacabuco,Rawson,6210050,0.0,576.0,0.0,535.0,31.0,10.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0.0,131.0,0.0,110.0,20.0,1.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Chascomús,Chascomús,6217010,0.0,12429.0,34.0,3284.0,1333.0,826.0,3776.0,0.0,3176.0,0.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,0.0,2428.0,0.0,2240.0,186.0,2.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,5.0,14963.0,35.0,4209.0,724.0,1809.0,3511.0,0.0,4665.0,5.0
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Chivilcoy,La Rica,6224040,0.0,127.0,0.0,76.0,11.0,1.0,0.0,39.0,0.0,0.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0.0,913.0,0.0,358.0,8.0,1.0,0.0,0.0,0.0,546.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,0.0,42.0,0.0,34.0,6.0,2.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,0.0,52.0,0.0,46.0,5.0,1.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Colón,Colón,6175010,2414.0,7573.0,4.0,2657.0,762.0,223.0,1014.0,0.0,498.0,1.0
BUENOS AIRES,Colón,Pearson,6175030,0.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Colón,Sarasa,6175040,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,0.0,89.0,0.0,59.0,0.0,30.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,0.0,43.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,0.0,21452.0,86.0,633.0,196.0,13878.0,3885.0,0.0,2774.0,0.0
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,0.0,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,4.0,342.0,0.0,317.0,21.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,0.0,1464.0,0.0,144.0,160.0,133.0,740.0,0.0,287.0,0.0
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,2.0,634.0,0.0,593.0,38.0,1.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,7.0,2715.0,15.0,2261.0,417.0,15.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0.0,27.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,8.0,5645.0,13.0,2460.0,302.0,818.0,1535.0,0.0,509.0,0.0
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0.0,2072.0,0.0,413.0,1528.0,125.0,6.0,0.0,0.0,0.0
BUENOS AIRES,Coronel Suárez,Pasman,6203060,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Coronel Suárez,San José,6203070,9.0,845.0,0.0,0.0,686.0,92.0,50.0,0.0,8.0,0.0
BUENOS AIRES,Coronel Suárez,Santa María,6203080,5.0,532.0,0.0,1.0,427.0,72.0,23.0,0.0,4.0,0.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,13.0,711.0,0.0,0.0,538.0,96.0,56.0,0.0,8.0,0.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,2.0,176.0,0.0,92.0,59.0,23.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Daireaux,Daireaux,6231030,0.0,869.0,4.0,682.0,183.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Daireaux,Salazar,6231060,0.0,79.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Dolores,Dolores,6238010,4.0,12991.0,21.0,4659.0,1270.0,553.0,4349.0,146.0,1986.0,3.0
BUENOS AIRES,Dolores,Sevigne,6238020,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Ensenada,Ensenada,6245010,13.0,17395.0,23.0,3467.0,580.0,2486.0,5461.0,284.0,5052.0,29.0
BUENOS AIRES,Ensenada,Villa Catela,6245010,4.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
BUENOS AIRES,Escobar,Belen de Escobar,6252010,43.0,29400.0,31.0,4766.0,8471.0,6478.0,5392.0,669.0,3404.0,146.0
BUENOS AIRES,Escobar,El cazador,6252010,0.0,3225.0,0.0,20.0,4.0,2266.0,666.0,189.0,55.0,25.0
BUENOS AIRES,Escobar,Garín,6252010,1916.0,17863.0,3.0,1622.0,350.0,3367.0,7157.0,1890.0,1227.0,331.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,23.0,8592.0,6.0,1210.0,126.0,1817.0,3533.0,755.0,1002.0,120.0
BUENOS AIRES,Escobar,Loma Verde,6252010,0.0,1058.0,0.0,1.0,0.0,329.0,525.0,0.0,203.0,0.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,1.0,4961.0,0.0,464.0,62.0,90.0,2737.0,707.0,784.0,116.0
BUENOS AIRES,Escobar,Matheu,6252010,3.0,3912.0,3.0,1168.0,260.0,49.0,1718.0,492.0,144.0,75.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,3.0,7079.0,11.0,626.0,43.0,57.0,4396.0,1400.0,354.0,189.0
BUENOS AIRES,Esteban Echeverría,Canning,6260010,290.0,5005.0,2.0,23.0,2.0,1238.0,1562.0,597.0,1185.0,106.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,3.0,6389.0,0.0,304.0,21.0,69.0,4208.0,1141.0,461.0,182.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,3.0,9274.0,4.0,420.0,26.0,2014.0,4286.0,649.0,1650.0,222.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,6.0,53492.0,32.0,1355.0,157.0,25874.0,16979.0,3464.0,5094.0,531.0
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
